样本编号,标签标准差,特征平均波动
2655,5.4436574,10691260.0
2658,3.2151845,4389698.5
2660,6.6681743,15087733.0
2661,11.312493,15668589.0
2662,2.4150128,19955054.0
2664,7.7271643,8909088.0
2665,11.188287,7895864.0
2666,6.0962057,3752224.0
2667,3.2226286,6709680.0
2669,5.478837,11421387.0
2671,1.190056,5097343.0
2672,3.8461154,11054174.0
2673,2.5143983,12027132.0
2675,4.306467,13265064.0
2676,2.159357,14857134.0
2678,2.154857,12260464.0
2679,2.9646819,1475805.8
2681,2.281444,17172628.0
2682,3.0372913,5032898.5
2683,4.879337,11167539.0
2688,3.2055948,2284567.8
2693,2.5010626,13291810.0
2702,6.033257,16120348.0
2704,6.3448396,13573351.0
2705,5.668474,8455198.0
2706,4.8250003,3232821.5
2707,3.2141852,4803335.0
2713,1.785391,6269183.5
2714,4.251726,12640147.0
2716,1.8913116,3607406.2
2720,5.833145,4535072.5
2722,4.4273934,13253291.0
2724,3.1686828,19326484.0
2729,4.1303487,6490951.5
2730,7.460486,10621862.0
2731,5.410112,6667336.5
2732,5.3456187,16261286.0
2734,5.62811,15114687.0
2740,4.7007203,7126651.0
2743,4.132626,11890436.0
2747,9.745566,6640123.0
2748,3.7703784,18566520.0
2749,4.9967213,10095994.0
2754,6.0958004,4480646.0
2756,3.7208338,14077228.0
2757,5.637534,9046307.0
2758,5.906476,17720328.0
2759,2.3148925,9139954.0
2761,6.177848,12784015.0
2766,2.686076,11886252.0
2768,2.0699837,10531311.0
2771,2.8978422,4824751.5
2774,2.5474365,14389297.0
